GENESIS-Tabelle: 036-02-5-B
Gebäude mit Wohnraum nach Anzahl der Wohnungen;;;;;;;
- Stichtag 09.05.2011;;;;;;;
regionale Ebenen;;;;;;;
Gebäude- und Wohnungszählung 2011 (Zensus);;;;;;;
Stichtag: 09.05.2011;;;;;;;
;;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum
;;Gebäude nach Zahl der Wohnungen;Gebäude nach Zahl der Wohnungen;Gebäude nach Zahl der Wohnungen;Gebäude nach Zahl der Wohnungen;Gebäude nach Zahl der Wohnungen;Gebäude nach Zahl der Wohnungen
;;Insgesamt;1 Wohnung;2 Wohnungen;3 - 6 Wohnungen;7 - 12 Wohnungen;13 und mehr Wohnungen
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
03456403018;Quendorf;155;131;24;-;-;-
03456403020;Samern;226;176;47;3;-;-
03456403021;Schüttorf, Stadt;3674;3105;366;178;25;-
03456403022;Suddendorf;331;274;50;7;-;-
03456403027;Schüttorf, Stadt;-;-;-;-;-;-
03456404;Uelsen, Samtgemeinde;3717;3129;514;62;6;6
03456404006;Getelo;166;148;18;-;-;-
03456404007;Gölenkamp;176;127;46;-;-;3
03456404008;Halle b Neuenhaus, Dinkel;203;165;31;7;-;-
03456404011;Itterbeck;547;455;81;11;-;-
03456404023;Uelsen;1921;1643;234;35;6;3
03456404024;Wielen;194;172;22;-;-;-
03456404026;Wilsum;510;419;82;9;-;-
03457002;Borkum;2196;1203;470;437;50;36
03457012;Jemgum;1612;1417;154;35;3;3
03457013;Leer (Ostfriesland);11076;8833;1169;891;155;28
03457014;Moormerland;8473;7485;780;199;6;3
03457017;Ostrhauderfehn;3894;3336;445;113;-;-
03457018;Rhauderfehn;6341;5418;717;203;3;-
03457020;Uplengen;3998;3485;405;102;3;3
03457021;Weener;5919;5273;448;195;3;-
03457022;Westoverledingen;7149;6247;705;194;3;-
03457024;Bunde;3082;2789;237;53;3;-
03457402;Hesel, Samtgemeinde;3923;3466;364;87;6;-
03457402003;Brinkum;277;256;21;-;-;-
03457402009;Firrel;286;247;27;12;-;-
03457402010;Hesel;1662;1456;164;36;6;-
03457402011;Holtland;815;724;71;20;-;-
03457402015;Neukamperfehn;616;550;53;13;-;-
03457402019;Schwerinsdorf;267;233;28;6;-;-
03457403;Jümme, Samtgemeinde;2411;2122;223;66;-;-
03457403006;Detern;1012;876;100;36;-;-
03457403008;Filsum;785;689;69;27;-;-
03457403016;Nortmoor;614;557;54;3;-;-
03457501;Insel Lütje Hörn, gem.fr. Geb.;-;x;x;x;x;x
03458003;Dötlingen;2128;1755;301;65;7;-
03458005;Ganderkesee;10443;8479;1491;403;52;18
03458007;Großenkneten;4337;3528;598;195;10;6
03458009;Hatten;4782;4006;582;179;9;6
03458010;Hude (Oldenburg);5482;4400;850;207;25;-
03458013;Wardenburg;5508;4523;761;199;22;3
03458014;Wildeshausen;5670;4503;647;459;58;3
03458401;Harpstedt, Samtgemeinde;3688;2914;568;200;6;-
03458401001;Beckeln;269;212;42;15;-;-
03458401002;Colnrade;267;242;22;3;-;-
03458401004;Dünsen;414;345;54;15;-;-
03458401006;Groß Ippener;331;265;42;21;3;-
03458401008;Harpstedt;1533;1148;263;119;3;-
03458401011;Kirchseelte;438;360;72;6;-;-
03458401012;Prinzhöfte;225;175;41;9;-;-
03458401015;Winkelsett;211;167;32;12;-;-
03459003;Bad Essen;4159;2730;1004;385;30;10
03459004;Bad Iburg;2803;1710;688;343;53;9
03459005;Bad Laer;2202;1353;539;268;39;3
03459006;Bad Rothenfelde;1638;863;362;301;94;18
03459008;Belm;3341;2123;828;318;60;12
03459012;Bissendorf;4213;2765;1101;326;21;-
03459013;Bohmte;3529;2408;883;219;13;6
03459014;Bramsche;8861;6256;1886;633;71;15
03459015;Dissen am Teutob. Wald;2128;1202;533;330;57;6
03459019;Georgsmarienhütte;7972;4199;2530;1126;95;22
03459020;Hagen am Teutoburger Wald;3434;1856;1164;394;17;3
03459021;Hasbergen;3030;1931;802;253;38;6
03459022;Hilter am Teutob. Wald;2627;1531;793;281;22;-
03459024;Melle;12499;7913;3355;1090;120;21
03459029;Ostercappeln;2471;1600;659;176;33;3
03459033;Wallenhorst;6151;3821;1709;549;57;15
03459034;Glandorf;1674;1138;415;109;9;3
03459401;Artland, Samtgemeinde;6769;5258;1019;412;58;22
03459401007;Badbergen;1401;1081;243;74;3;-
03459401025;Menslage;824;678;121;17;4;4
03459401028;Nortrup;841;662;142;37;-;-
03459401030;Quakenbrück;3703;2837;513;284;51;18
03459402;Bersenbrück, Samtgemeinde;7947;6087;1333;479;48;-
03459402001;Alfhausen;994;721;215;52;6;-
03459402002;Ankum;2013;1502;328;162;21;-
03459402010;Bersenbrück;2161;1655;345;140;21;-
03459402016;Eggermühlen;492;381;84;27;-;-
03459402018;Gehrde;735;618;76;41;-;-
03459402023;Kettenkamp;502;403;85;14;-;-
03459402031;Rieste;1050;807;200;43;-;-
03459403;Fürstenau, Samtgemeinde;4857;3754;778;294;28;3
03459403009;Berge b Quakenbrück;1142;915;191;36;-;-
03459403011;Bippen;986;800;153;30;3;-
03459403017;Fürstenau;2729;2039;434;228;25;3
03459404;Neuenkirchen, Samtgemeinde;2651;2024;514;106;7;-
03459404026;Merzen;1036;815;182;39;-;-
03459404027;Neuenkirchen b Bramsche, Hase;1148;843;240;58;7;-
03459404032;Voltlage;467;366;92;9;-;-
03460001;Bakum;1721;1457;216;42;6;-
03460002;Damme, Dümmer;4533;3475;750;249;49;10
03460003;Dinklage;3862;3239;490;124;9;-
03460004;Goldenstedt;2841;2337;410;91;-;3
03460005;Holdorf, Niedersachs;1947;1575;298;65;6;3
03460006;Lohne (Oldenburg);7165;5763;1013;329;53;7
03460007;Neuenkirchen-Vörden;2171;1659;419;87;3;3
03460008;Steinfeld (Oldenburg);2712;2208;378;108;15;3
03460009;Vechta;8682;6982;1007;547;115;31
03460010;Visbek;2669;2173;432;57;7;-
03461001;Berne;2481;2098;279;101;3;-
03461002;Brake (Unterweser);4921;3751;533;580;54;3
03461003;Butjadingen;3591;3038;372;151;15;15
03461004;Elsfleth;3010;2371;365;234;34;6
03461005;Jade;2217;1929;224;64;-;-
03461006;Lemwerder;2284;1842;218;204;14;6
03461007;Nordenham;8117;6116;891;932;159;19
03461008;Ovelgönne;2013;1738;202;70;3;-
03461009;Stadland;2849;2429;271;149;-;-
03462005;Friedeburg;3846;3307;439;96;4;-
03462007;Langeoog;838;386;173;208;56;15
03462014;Spiekeroog;328;169;73;79;3;4
03462019;Wittmund;8130;6722;893;473;36;6
03462401;Esens, Samtgemeinde;5803;4323;888;551;37;4
03462401002;Dunum;415;357;42;16;-;-
03462401003;Esens;2746;2021;417;279;25;4
03462401006;Holtgast;705;574;107;24;-;-
03462401008;Moorweg;318;257;41;20;-;-
03462401010;Neuharlingersiel;631;401;104;123;3;-
03462401015;Stedesdorf;612;483;95;34;-;-
03462401017;Werdum;376;230;82;55;9;-
03462402;Holtriem, Samtgemeinde;3390;2877;410;103;-;-
03462402001;Blomberg, Ostfriesl;605;514;78;13;-;-
03462402004;Eversmeer;308;268;34;6;-;-
03462402009;Nenndorf;275;236;26;13;-;-
03462402011;Neuschoo;434;366;53;15;-;-
03462402012;Ochtersum;387;334;37;16;-;-
03462402013;Schweindorf;227;195;32;-;-;-
03462402016;Utarp;254;211;37;6;-;-
03462402018;Westerholt;900;753;113;34;-;-
04011000;Bremen, krsfr. Stadt;118541;77997;12711;18717;7547;1569
04012000;Bremerhaven, krsfr. Stadt;21326;13835;1663;2596;2806;426
05111000;Düsseldorf, krsfr. Stadt;71991;27848;7589;17240;15258;4056
05112000;Duisburg, krsfr. Stadt;80748;37662;10193;23080;8745;1068
05113000;Essen, krsfr. Stadt;89068;36815;11356;28318;11161;1418
05114000;Krefeld, krsfr. Stadt;46423;27776;5293;9526;3316;512
05116000;Mönchengladbach, krsfr. Stadt;55622;33035;7445;11430;3151;561
05117000;Mülheim an der Ruhr, krsfr. Stadt;31180;14956;5075;8374;2400;375
05119000;Oberhausen, krsfr. Stadt;38058;16860;6573;11547;2708;370
05120000;Remscheid, krsfr. Stadt;20862;10298;3848;4704;1763;249
05122000;Solingen, krsfr. Stadt;32413;16638;5519;8188;1797;271
05124000;Wuppertal, krsfr. Stadt;54387;24083;7584;14230;7208;1282
05154004;Bedburg-Hau;4069;3344;555;152;18;-
05154008;Emmerich am Rhein;9024;6918;965;965;149;27
05154012;Geldern;9923;7756;1239;812;107;9
05154016;Goch;10495;8219;1273;927;48;28
05154020;Issum;3768;2890;606;262;10;-
05154024;Kalkar;4350;3492;604;237;17;-
05154028;Kerken;4031;3177;583;243;24;4
05154032;Kevelaer;8525;6673;1045;719;76;12
05154036;Kleve, Niederrhein;13798;9757;1933;1791;283;34
05154040;Kranenburg, Niederrhein;3486;2883;442;143;15;3
05154044;Rees;6359;4843;1015;464;28;9
05154048;Rheurdt;2107;1584;375;132;16;-
05154052;Straelen;4588;3717;516;312;34;9
05154056;Uedem;2502;1929;416;143;14;-
05154060;Wachtendonk;2363;1787;372;188;13;3
05154064;Weeze;3017;2319;418;254;26;-
05158004;Erkrath;7875;5236;870;908;637;224
05158008;Haan;6897;4421;1096;1024;283;73
05158012;Heiligenhaus;5187;3026;948;754;378;81
05158016;Hilden;9437;5185;1276;1862;891;223
05158020;Langenfeld (Rhld.);13744;9438;1846;1754;616;90
05158024;Mettmann;8386;5481;1194;1144;497;70
05158026;Monheim am Rhein;7372;4899;902;724;730;117
05158028;Ratingen;18685;12121;2464;2725;1128;247
05158032;Velbert;15374;7972;2871;3244;1126;161
05158036;Wülfrath;4309;2501;874;647;257;30
05162004;Dormagen;14178;9654;1981;1985;475;83
05162008;Grevenbroich;16341;11521;2419;1957;382;62
05162012;Jüchen;6903;5302;1062;463;67;9
05162016;Kaarst;10670;7904;1367;937;365;97
05162020;Korschenbroich;9631;6966;1617;917;127;4
05162022;Meerbusch;13654;9476;1753;1758;591;76
05162024;Neuss;30129;18994;3846;4785;2047;457
05162028;Rommerskirchen;4009;3171;556;244;38;-
05166004;Brüggen, Niederrhein;5023;3915;752;314;42;-
05166008;Grefrath;4738;3827;557;307;41;6
05166012;Kempen;9597;7080;1263;984;240;30
05166016;Nettetal;12006;9019;1607;1149;201;30
05166020;Niederkrüchten;5112;4284;533;267;21;7
05166024;Schwalmtal, Niederrhein;5740;4436;789;451;55;9
05166028;Tönisvorst;8014;5938;1035;796;193;52
05166032;Viersen;19795;13439;2838;2823;609;86
05166036;Willich;14151;10719;1832;1262;291;47
05170004;Alpen;3806;2731;814;226;32;3
05170008;Dinslaken;14502;8399;2291;3091;638;83
05170012;Hamminkeln;7652;5741;1389;471;42;9
05170016;Hünxe;3856;2665;842;305;35;9
05170020;Kamp-Lintfort;8971;6325;1030;1257;297;62
05170024;Moers;23755;14847;4092;3610;1060;146
05170028;Neukirchen-Vluyn;6812;4897;773;926;191;25
05170032;Rheinberg;8401;5956;1317;923;199;6
05170036;Schermbeck;3585;2355;811;386;33;0
05170040;Sonsbeck;2454;1819;451;178;0;6
05170044;Voerde (Niederrhein);8572;5723;1463;1061;273;52
05170048;Wesel;14703;10121;2037;1911;536;98
05170052;Xanten;6349;4829;1022;441;51;6
05313000;Aachen, Stadt (alt);-;-;-;-;-;-
05314000;Bonn, krsfr. Stadt;56443;31153;6894;13309;3874;1213
05315000;Köln, krsfr. Stadt;137725;66814;13530;30498;21327;5556
05316000;Leverkusen, krsfr. Stadt;30003;17401;3883;5801;2531;387
05334002;Aachen, krfr. Stadt;40137;21274;4781;8504;4563;1015
05334004;Alsdorf, Stadt (ab 21.10.2009);12017;8112;2011;1607;263;24
05334008;Baesweiler, Stadt (ab 21.10.2009);6939;4879;1094;831;126;9
05334012;Eschweiler, Stadt (ab 21.10.2009);13838;9232;2047;2115;381;63
05334016;Herzogenrath, Stadt (ab 21.10.2009);12246;8444;1785;1659;333;25
05334020;Monschau, Stadt (ab 21.10.2009);4450;3569;668;201;9;3
05334024;Roetgen (ab 21.10.2009);2783;2223;377;170;9;4
05334028;Simmerath (ab 21.10.2009);5147;3887;833;397;27;3
05334032;Stolberg (Rhld.), Stadt (ab 21.10.2009);14412;9161;2617;2182;421;31
05334036;Würselen, Stadt (ab 21.10.2009);8960;5315;1744;1560;298;43
05354004;Alsdorf, Stadt;-;-;-;-;-;-
05354008;Baesweiler, Stadt;-;-;-;-;-;-
05354012;Eschweiler, Stadt;-;-;-;-;-;-
05354016;Herzogenrath, Stadt;-;-;-;-;-;-
05354020;Monschau, Stadt;-;-;-;-;-;-
05354024;Roetgen;-;-;-;-;-;-
05354028;Simmerath;-;-;-;-;-;-
05354032;Stolberg (Rhld.), Stadt;-;-;-;-;-;-
05354036;Würselen, Stadt;-;-;-;-;-;-
05358004;Aldenhoven;3810;2781;527;428;65;9
05358008;Düren;21039;14259;2399;3490;758;133
05358012;Heimbach, Eifel;1717;1412;229;66;4;6
05358016;Hürtgenwald;3089;2567;396;123;3;-
05358020;Inden;2124;1667;282;153;22;-
05358024;Jülich;9057;6630;1168;1005;211;43
05358028;Kreuzau;5775;4674;697;367;31;6
05358032;Langerwehe;4522;3586;638;271;21;6
05358036;Linnich;4168;3295;517;317;39;-
05358040;Merzenich;3011;2409;337;222;37;6
05358044;Nideggen;3568;2997;415;150;3;3
05358048;Niederzier;4309;3551;490;246;16;6
05358052;Nörvenich;3271;2677;344;220;27;3
05358056;Titz;2977;2528;300;143;6;-
05358060;Vettweiß;3084;2630;305;143;6;-
05362004;Bedburg;7157;5584;941;529;88;15
05362008;Bergheim, Erft;15163;11250;1875;1516;358;164
05362012;Brühl, Rheinl;9979;6451;1332;1712;400;84
05362016;Elsdorf, Stadt;6316;4887;772;577;74;6
05362020;Erftstadt;15263;12422;1659;894;242;46
05362024;Frechen;11829;8330;1441;1525;435;98
05362028;Hürth;13211;8298;2208;2143;419;143
05362032;Kerpen;16099;12312;1676;1421;542;148
05362036;Pulheim;16069;13080;1497;1180;251;61
05362040;Wesseling;8002;5726;889;1022;273;92
05366004;Bad Münstereifel;6314;4946;916;412;23;17
05366008;Blankenheim, Ahr;3371;2813;421;128;9;-
05366012;Dahlem, b Kall;1705;1446;193;66;-;-
05366016;Euskirchen;14952;10842;1928;1765;362;55
05366020;Hellenthal;3345;2801;401;136;7;-
05366024;Kall;3862;3064;536;233;29;-
05366028;Mechernich;8707;6953;1207;491;44;12
05366032;Nettersheim;2756;2216;436;104;-;-
05366036;Schleiden;4417;3423;650;309;22;13
05366040;Weilerswist;4916;3848;640;358;67;3
05366044;Zülpich;6421;5227;757;393;34;10
05370004;Erkelenz;13750;11033;1551;989;139;38
05370008;Gangelt;3897;3279;450;159;6;3
05370012;Geilenkirchen;8408;6758;918;610;97;25
05370016;Heinsberg (Rhld.);13190;10867;1373;789;131;30
05370020;Hückelhoven;11494;9179;1352;784;141;38
05370024;Selfkant;3929;3563;288;75;-;3
05370028;Übach-Palenberg;7092;5273;990;714;102;13
05370032;Waldfeucht;3177;2764;329;78;6;-
05370036;Wassenberg;5722;4828;599;228;57;10
05370040;Wegberg;9664;8025;1036;507;84;12
05374004;Bergneustadt;4399;2719;1074;444;118;44
05374008;Engelskirchen;6014;4117;1321;518;46;12
05374012;Gummersbach;13057;7846;3095;1745;315;56
05374016;Hückeswagen;3866;2382;874;509;91;10
05374020;Lindlar;6216;4173;1444;552;40;7
05374024;Marienheide;3813;2566;907;281;53;6
05374028;Morsbach;3349;2436;682;228;0;3
05374032;Nümbrecht;5114;3783;983;278;53;17
05374036;Radevormwald;4777;2412;1172;967;155;71
05374040;Reichshof;5888;4140;1346;374;25;3
05374044;Waldbröl;5148;3524;1055;496;57;16
05374048;Wiehl;7444;4939;1838;549;94;24
05374052;Wipperfürth;5443;3153;1536;638;91;25
05378004;Bergisch Gladbach;25806;16952;4017;3656;937;244
05378008;Burscheid, Rheinl;4656;3111;788;649;86;22
05378012;Kürten;5799;3919;1315;503;59;3
05378016;Leichlingen (Rhld.);7336;5218;1073;795;228;22
05378020;Odenthal;4629;3420;808;352;40;9
05378024;Overath;7703;5345;1543;702;86;27
05378028;Rösrath;7835;5708;1202;707;190;28
05378032;Wermelskirchen;9048;5351;2139;1255;266;37
05382004;Alfter;6450;4760;898;649;128;15
05382008;Bad Honnef;6841;4854;951;843;143;50
05382012;Bornheim, Rheinl;12573;9029;1861;1368;291;24
05382016;Eitorf;5770;4175;1019;527;49;-
05382020;Hennef (Sieg);12970;9867;1923;1007;137;36
05382024;Königswinter;12308;9001;2004;1106;158;39
05382028;Lohmar;9389;7326;1362;612;77;12
05382032;Meckenheim, Rheinl;7055;5959;590;298;148;60
05382036;Much;4682;3486;879;299;18;-
05382040;Neunkirchen-Seelscheid;6511;5039;1035;420;17;-
05382044;Niederkassel;10658;8552;927;1053;108;18
05382048;Rheinbach;7516;5696;916;747;126;31
05382052;Ruppichteroth;3321;2536;588;182;12;3
05382056;Sankt Augustin;14175;10889;1561;1332;311;82
05382060;Siegburg;8900;5309;1382;1806;326;77
05382064;Swisttal;5563;4483;699;316;61;4
05382068;Troisdorf;16475;10687;2300;2731;620;137
05382072;Wachtberg;6083;4550;1015;462;49;7
05382076;Windeck;6871;5389;1124;342;9;7
05512000;Bottrop, krsfr. Stadt;23746;11396;5422;5729;1079;120
05513000;Gelsenkirchen, krsfr. Stadt;37857;14327;4701;13161;5078;590
05515000;Münster, krsfr. Stadt;54684;32128;7055;9886;4535;1080
05554004;Ahaus;10824;8339;1719;676;84;6
05554008;Bocholt;19844;14695;2919;1842;288;100
05554012;Borken;11216;7884;2167;1002;145;18
05554016;Gescher;4205;2734;1116;315;34;6
05554020;Gronau (Westf.);13630;10848;1620;970;154;38
05554024;Heek;2427;1923;412;88;4;-
05554028;Heiden;2100;1394;543;150;13;-
05554032;Isselburg;3185;2483;468;203;22;9
05554036;Legden;1926;1472;336;100;12;6
05554040;Raesfeld;2757;1761;678;282;33;3
05554044;Reken;3658;2296;987;334;29;12
05554048;Rhede;5301;3738;1127;401;12;23
05554052;Schöppingen;1797;1418;310;66;3;-
05554056;Stadtlohn;5552;4035;1148;345;21;3
05554060;Südlohn;2566;1901;536;116;6;7
05554064;Velen, Stadt;3362;2354;715;269;18;6
05554068;Vreden;6240;4501;1342;363;28;6
05558004;Ascheberg;4031;2695;931;392;6;7
05558008;Billerbeck;3424;2562;632;203;24;3
05558012;Coesfeld;9904;6972;1884;882;145;21
05558016;Dülmen;12247;8215;2635;1202;175;20
05558020;Havixbeck;3282;2409;606;221;46;-
05558024;Lüdinghausen;6052;3987;1238;707;108;12
05558028;Nordkirchen;2698;1800;660;222;12;4
05558032;Nottuln;5565;4154;970;389;45;7
05558036;Olfen;3481;2375;825;268;13;-
05558040;Rosendahl;3008;2148;712;141;7;-
05558044;Senden, Westf;5447;3962;992;430;53;10
05562004;Castrop-Rauxel;17492;10159;3105;3539;596;93
05562008;Datteln;7799;4441;1459;1606;247;46
05562012;Dorsten;18481;11300;3775;2821;492;93
05562014;Gladbeck;14260;7647;2137;3500;825;151
05562016;Haltern am See;9956;5916;2547;1337;143;13
05562020;Herten;13306;7196;2599;2890;515;106
05562024;Marl, Westf;19132;11928;2897;3345;768;194
05562028;Oer-Erkenschwick;6079;3208;1423;1106;292;50
05562032;Recklinghausen;23232;11144;4103;6346;1504;135
05562036;Waltrop;6633;3845;1298;1178;297;15
05566004;Altenberge;2816;2086;475;235;17;3
05566008;Emsdetten;9666;6821;1950;731;146;18
05566012;Greven, Westf;9202;6411;1716;888;143;44
05566016;Hörstel;5615;4225;1088;277;19;6
05566020;Hopsten;2181;1741;378;54;8;-
05566024;Horstmar;1851;1350;404;81;16;-
05566028;Ibbenbüren;14437;10460;2863;946;149;19
05566032;Ladbergen;1852;1243;487;116;3;3
05566036;Laer;1902;1378;402;104;15;3
05566040;Lengerich, Westf;5586;3554;1325;596;96;15
05566044;Lienen;2430;1614;662;145;6;3
05566048;Lotte;3523;2405;714;308;75;21
05566052;Metelen;1865;1400;381;71;13;-
05566056;Mettingen;3267;2267;788;188;18;6
05566060;Neuenkirchen, Kr Steinfurt;3839;2914;733;151;41;-
05566064;Nordwalde;2603;1868;594;122;16;3
05566068;Ochtrup;5480;4217;925;303;32;3
05566072;Recke;3157;2250;760;143;4;-
05566076;Rheine;20793;15164;3330;1938;314;47
05566080;Saerbeck;1974;1479;349;121;22;3
05566084;Steinfurt;9908;7475;1554;760;100;19
05566088;Tecklenburg;2774;1911;678;170;12;3
05566092;Westerkappeln;3034;1947;830;248;9;-
05566096;Wettringen, Kr Steinfurt;2244;1731;399;96;18;-
05570004;Ahlen;13237;8431;2576;1984;219;27
05570008;Beckum;9489;6403;1778;1099;169;40
05570012;Beelen;1606;1091;357;142;16;-
05570016;Drensteinfurt;4415;3168;891;325;25;6
05570020;Ennigerloh;5616;3943;1105;510;55;3
05570024;Everswinkel;2683;1972;498;188;22;3
05570028;Oelde;7444;4791;1583;930;130;10
05570032;Ostbevern;2639;1868;513;220;35;3
05570036;Sassenberg;3691;2616;791;257;24;3
05570040;Sendenhorst;3587;2531;655;350;51;-
05570044;Telgte;5266;3736;968;492;51;19
05570048;Wadersloh;3367;2228;852;265;22;-
05570052;Warendorf;10296;7230;1897;996;150;23
05711000;Bielefeld, krsfr. Stadt;61670;31371;11510;14229;3798;762
05754004;Borgholzhausen;2276;1409;591;248;22;6
05754008;Gütersloh;22936;13820;4548;3996;472;100
05754012;Halle (Westf.);5403;3315;1260;725;94;9
05754016;Harsewinkel;6289;4382;1256;586;52;13
05754020;Herzebrock-Clarholz;4179;2732;1037;370;40;-
05754024;Langenberg;2260;1519;573;158;10;-
05754028;Rheda-Wiedenbrück;11301;7180;2355;1567;168;31
05754032;Rietberg;7580;5154;1714;659;43;10
05754036;Schloß Holte-Stukenbrock;6833;4458;1517;768;81;9
05754040;Steinhagen, Westf;5147;3234;1123;687;97;6
05754044;Verl, Stadt;6183;4024;1396;700;48;15
05754048;Versmold;5261;3223;1300;643;89;6
05754052;Werther (Westf.);2804;1607;707;425;65;-
05758004;Bünde;12085;7238;3350;1282;179;36
05758008;Enger;5400;3154;1610;592;44;-
05758012;Herford;14557;7239;3939;2734;537;108
05758016;Hiddenhausen;5611;3088;2006;458;47;12
05758020;Kirchlengern;4706;2976;1390;295;45;-
05758024;Löhne;10885;6481;3148;1071;164;21
05758028;Rödinghausen;2782;1715;865;193;9;-
05758032;Spenge;4139;2408;1297;390;41;3
05758036;Vlotho;5579;3347;1618;556;52;6
05762004;Bad Driburg;4907;3046;1085;652;89;35
05762008;Beverungen;4166;2806;967;340;50;3
05762012;Borgentreich;2859;2158;571;130;-;-
05762016;Brakel;4664;3263;987;362;40;12
05762020;Höxter;8574;5382;2102;950;120;20
05762024;Marienmünster;1646;1194;382;70;-;-
05762028;Nieheim;2032;1445;449;138;-;-
05762032;Steinheim;3771;2565;849;335;22;-
05762036;Warburg;6876;4659;1485;671;55;6
05762040;Willebadessen;2489;1761;572;137;15;4
05766004;Augustdorf;2170;1381;459;284;43;3
05766008;Bad Salzuflen;13284;7437;3133;2360;267;87
05766012;Barntrup;2517;1553;632;300;32;-
05766016;Blomberg, Lippe;4736;3054;1207;430;42;3
05766020;Detmold;18503;10818;4016;3134;444;91
05766024;Dörentrup;2333;1350;748;222;10;3
05766028;Extertal;3573;2050;1109;396;18;-
05766032;Horn-Bad Meinberg;4637;2748;1127;662;87;13
05766036;Kalletal;4133;2440;1292;359;38;4
05766040;Lage, Lippe;9046;5388;2409;1119;119;11
05766044;Lemgo;10559;6453;2513;1377;172;44
05766048;Leopoldshöhe;4305;2703;1136;415;48;3
05766052;Lügde;2973;1821;818;328;6;-
05766056;Oerlinghausen;4459;2802;994;532;102;29
05766060;Schieder-Schwalenberg;2483;1410;751;304;15;3
05766064;Schlangen;2551;1588;673;281;9;-
05770004;Bad Oeynhausen;12848;7688;3168;1705;241;46
05770008;Espelkamp;5749;3953;1206;451;90;49
05770012;Hille;4656;3126;1253;254;20;3
05770016;Hüllhorst;3667;2367;1029;243;28;-
05770020;Lübbecke;6940;4582;1523;695;115;25
05770024;Minden, Westf;20227;12470;4243;2786;638;90
05770028;Petershagen;7838;5554;1827;416;35;6
05770032;Porta Westfalica;10363;6418;3015;848;64;18
05770036;Preußisch Oldendorf;3418;2277;825;277;32;7
05770040;Rahden;4170;2932;883;309;43;3
05770044;Stemwede;3772;2555;974;228;12;3
05774004;Altenbeken;2589;1735;660;185;9;-
05774008;Bad Lippspringe;3443;1923;653;723;129;15
05774012;Borchen;3494;2202;941;321;30;-
05774016;Büren;6145;4119;1510;472;38;6
05774020;Delbrück;7696;5118;1966;555;47;10
05774024;Hövelhof;3891;2459;977;394;51;10
05774028;Lichtenau, Westf;3173;2203;823;134;13;-
05774032;Paderborn;30648;17677;5488;5777;1424;282
05774036;Salzkotten;6821;4687;1615;474;39;6
05774040;Bad Wünnenberg;3527;2399;846;259;23;-
05911000;Bochum, krsfr. Stadt;58452;23923;9259;18117;6314;839
05913000;Dortmund, krsfr. Stadt;94282;44146;13026;24705;10648;1757
05914000;Hagen, krsfr. Stadt;30294;13001;4936;8095;3688;574
05915000;Hamm, krsfr. Stadt;38637;23178;6855;6799;1476;329
05916000;Herne, krsfr. Stadt;24580;9908;3704;7793;2862;313
05954004;Breckerfeld;2479;1554;593;292;34;6
05954008;Ennepetal;6706;3483;1506;1352;323;42
05954012;Gevelsberg;6019;2833;1287;1433;414;52
05954016;Hattingen;10214;4909;1852;2696;617;140
05954020;Herdecke;4962;2613;1077;939;264;69
05954024;Schwelm;5052;2214;900;1378;519;41
05954028;Sprockhövel;6220;3449;1510;1068;171;22
05954032;Wetter (Ruhr);5910;3089;1219;1327;241;34
